cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio,actividad_codigo,actividad_descripcion,actividad_orden,actividad_estado,actividad_vigencia
30500014047,BANCO PROVINCIA DEL NEUQUEN S.A.,2001-06-29-12:00,SOCIEDAD ANONIMA,2024-07-29-12:11,,NEUQUEN,NEUQUEN,INDEPENDENCIA,50,3,, 8300,CONFIRMADO,NEUQUEN,NEUQUEN,INDEPENDENCIA,50,,, 8300,DECLARADO,,,,,
30500014357,BANCO REGIONAL DEL NORTE ARGENTINO S A,1959-12-17-00:00,SOCIEDAD ANONIMA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,264,2,, 1010,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,264,2,, 1010,DECLARADO POR INTERNET,,,,,
30500014594,BANCO DE CHIVILCOY S A,1962-03-16-00:00,SOCIEDAD ANONIMA,2024-01-01-10:57,,BUENOS AIRES,CHIVILCOY,AVENIDA SARMIENTO,102,,, 6620,NO CONFIRMADO,BUENOS AIRES,CHIVILCOY,AVENIDA SARMIENTO,102,,, 6620,NO CONFIRMADO,,,,,
30500014977,BANCO COOPERATIVO AGRARIO ARGENTINO LTDA EN LIQUIDACION POR EL BCRA,1993-07-01-00:00,COOPERATIVA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,266,,, 1003,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,266,,, 1003,NO CONFIRMADO,,,,,
30500015108,BANCO POPULAR FINANCIERO,1964-07-01-00:00,SOCIEDAD ANONIMA,2022-06-14-18:54,,CORDOBA,RIO CUARTO,SOBREMONTE,801,,, 5800,NO CONFIRMADO,CORDOBA,RIO CUARTO,SOBREMONTE,801,,, 5800,NO CONFIRMADO,,,,,
30500015272,NUEVO BANCO DE SANTIAGO DEL ESTERO,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:56,,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,AV BELGRANO SUD,471,,, 4200,NO CONFIRMADO,SANTIAGO DEL ESTERO,STGO.DEL ESTERO,AV BELGRANO SUD,471,,, 4200,NO CONFIRMADO,,,,,
30500015418,BANCO CREDITO DE CUYO SA,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:41,,MENDOZA,MENDOZA,NECOCHEA 9 DE JULIO,0,,, 5500,INEXISTENTE - DESCONOCIDO,MENDOZA,MENDOZA,NECOCHEA 9 DE JULIO,0,,, 5500,NO CONFIRMADO,,,,,
30500015582,BANCO DE LOS ANDES SOCIEDAD ANONIMA,1965-07-30-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,266,,, 1003,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,266,,, 1003,NO CONFIRMADO,,,,,
30500015655,UNION COOP DE EMPREND MULTIPLES LTDA,1960-07-02-00:00,COOPERATIVA,2024-02-22-13:58,,MENDOZA,MENDOZA,ESPA#A,1342,08,016, 5500,INEXISTENTE - DESCONOCIDO,MENDOZA,MENDOZA,ESPA#A,1342,08,016, 5500,NO CONFIRMADO,,,,,
30500015728,BANCO DEL NOROESTE COOPERATIVA LIMITADA,1901-01-01-00:00,COOPERATIVA,2024-02-22-13:58,,SALTA,SALTA,CASEROS,670,,, 4400,INEXISTENTE - DESCONOCIDO,SALTA,SALTA,CASEROS,670,,, 4400,NO CONFIRMADO,,,,,
30500015892,BCO EMPRESARIO DE TUCUMAN COOP LTDO,1957-10-18-00:00,COOPERATIVA,2023-01-30-08:29,,TUCUMAN,SAN MIGUEL DE TUCUMAN,MAIPU,22,,, 4000,NO NOTIFICADO,TUCUMAN,S.M. DE TUCUMAN,MAIPU,22,,, 4000,NO CONFIRMADO,,,,,
30500015965,BANCO SINDICAL S A,1964-04-02-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,319,,, 1003,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,319,,, 1003,NO CONFIRMADO,,,,,
30500016260,CHUBB SEGUROS ARGENTINA S A,1955-01-11-12:00,SOCIEDAD ANONIMA,2024-08-01-08:15,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,855,19,, 1001,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,855,19,, 1001,CONFIRMADO,,,,,
30500016333,FUNDACION FEDERACION AGRARIA ARGENTINA,1968-12-30-00:00,FUNDACION,2024-01-13-06:44,,SANTA FE,ROSARIO NORTE,SAN LORENZO,1121,,, 2000,CONFIRMADO,SANTA FE,ROSARIO,MITRE,1132,,, 2000,NO CONFIRMADO,,,,,
30500016406,SEGURIDAD COOPERATIVA DE SEGUROS LIMITADA,1955-07-10-00:00,COOPERATIVA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,1370,02,015, 1085,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,1370,02,015, 1085,NO CONFIRMADO,,,,,
30500017011,HDI SEGUROS SOCIEDAD ANONIMA,1961-02-27-00:00,SOCIEDAD ANONIMA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON JUAN TTE.GRAL.,650,05,, 1038,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON JUAN TTE.GRAL.,650,05,, 1038,CONFIRMADO,,,,,
30500017704,LA SEGUNDA COOPERATIVA LTDA DE SEGUROS GENERALES,1901-01-01-00:00,COOPERATIVA,2024-09-25-12:09,,SANTA FE,ROSARIO NORTE,JUAN MANUEL DE ROSAS,957,,, 2000,DECLARADO,SANTA FE,ROSARIO NORTE,JUAN MANUEL DE ROSAS,957,,, 2000,DECLARADO,,,,,
30500018557,CHUBUT CIA ARGENTINA DE SEGUROS SA,1964-09-14-00:00,SOCIEDAD ANONIMA,2022-06-14-18:49,,CORDOBA,RIO CUARTO,RIVADAVIA,256,,, 5800,NO CONFIRMADO,CORDOBA,RIO CUARTO,RIVADAVIA,256,,, 5800,NO CONFIRMADO,,,,,
30500019855,EL TRUST VIVIENDAS S A DE AHORRO Y PRESTAMO PARA LA VIVIENDA,1963-01-29-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1000,,, 1043,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1000,,, 1043,NO CONFIRMADO,,,,,
30500020322,AUTO AGRO S.A. DE CREDITO Y AHORRO PARA FINES DETERMINADOS Y CAPITALIZACION,1968-08-12-00:00,SOCIEDAD ANONIMA,2024-06-28-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,141,1,B, 1049,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,743,6,606, 1015,DECLARADO POR INTERNET,,,,,
30500021000,BANCO HIPOTECARIO Y EDIFICADOR DE  CORDOBA S A LTDA,1912-07-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:52,,CORDOBA,CORDOBA,AVDA GENERAL PAZ,300,PB,, 5000,NO CONFIRMADO,CORDOBA,CORDOBA,AVDA GENERAL PAZ,300,PB,, 5000,NO CONFIRMADO,,,,,
30500024077,CITY SERVICE TRAVEL AGENCY SRL,1956-05-23-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-09-03-08:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,890,04,, 1005,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,890,04,, 1005,DECLARADO,,,,,
30500025820,SUDANEL S.A.,1961-11-10-00:00,SOCIEDAD ANONIMA,2024-04-30-08:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,2168,2,lcl, 1051,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,2170,,, 1051,NO CONFIRMADO,,,,,
30500030972,LA HISPANO ARGENTINA CIA DE SEGUROS S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-11:16,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,676,08,, 1084,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV DE MAYO,676,08,, 1084,NO CONFIRMADO,,,,,
30500031030,EL SOL DE BS AS CIA DE SEGUROS SA,1936-12-23-00:00,SOCIEDAD ANONIMA,2024-01-01-10:52,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BALCARCE,216,,, 1064,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BALCARCE,216,,, 1064,NO CONFIRMADO,,,,,
30500031278,LA REPUBLICA CIA ARGENTINA DE SEGUROS GENERALES S A,1928-08-20-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,627,,, 1374,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,627,,, 1374,NO CONFIRMADO,,,,,
30500031588,AGF ARGENTINA COMPANIA DE SEGUROS S A,1901-03-08-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,550,,, 1004,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ROCA JULIO A.PTE.AV.,620,,, 1067,NO CONFIRMADO,,,,,
30500031650,LA ASEGURADORA RIO DE LA PLATA CIA DE SEGUROS SOCIEDAD ANONIMA,1937-06-16-00:00,SOCIEDAD ANONIMA,2024-01-01-10:52,,BUENOS AIRES,LA PLATA SUDESTE CALLE 50 AMBAS VEREDAS,50,661,,, 1900,DECLARADO,BUENOS AIRES,LA PLATA,50,661,,, 1900,NO CONFIRMADO,,,,,
30500031723,ESPA#A Y RIO DE LA PLATA COMPA#IA ARGENTINA DE SEGUROS S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,552,PB,, 1008,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,552,PB,, 1008,NO CONFIRMADO,,,,,
30500031960,SMG COMPANIA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,1924-07-03-12:00,SOCIEDAD ANONIMA,2024-08-05-10:59,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,323,18,, 1004,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1865,PB,, 1045,DECLARADO POR INTERNET,,,,,
30500032029,GENERALI ARGENTINA COMPANIA DE SEGUROS PATRIMONIALES S A,1903-12-31-00:00,SOCIEDAD ANONIMA,2024-01-01-11:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,572,,, 1003,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,572,,, 1003,NO CONFIRMADO,,,,,
30500032193,COMPA#IA MERCANTIL ASEGURADORA SOCIEDAD ANONIMA ARGENTINA DE SEGUROS,1925-10-03-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,469,10,CONTR, 1013,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,469,10,CONTR, 1013,DECLARADO POR INTERNET,,,,,
30500032266,COMPA#IA ARGENTINA DE SEGUROS VICTORIA SOCIEDAD ANONIMA,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-11-12-10:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N AV.,855,17,, 1001,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,556,PB,, 1005,NO CONFIRMADO,,,,,
30500032649,COMPA#IA DE SEGUROS LA COMERCIAL E INDUSTRIAL DE AVELLANEDA SOCIEDAD ANONIMA,1918-12-27-00:00,SOCIEDAD ANONIMA,2024-02-22-13:52,,BUENOS AIRES,AVELLANEDA,AVENIDA MITRE,374,,, 1870,NO CONFIRMADO,BUENOS AIRES,AVELLANEDA,AVENIDA MITRE,374,,, 1870,NO CONFIRMADO,,,,,
30500032711,EL SOL ARGENTINO COMPA#IA DE SEGUROS GENERALES SOCIEDAD ANONIMA  EN LIQUIDACION,1923-04-24-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,638,05,, 1013,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,638,05,, 1013,NO CONFIRMADO,,,,,
30500032886,LA PERSEVERANCIA SEGUROS S A,1905-12-26-00:00,SOCIEDAD ANONIMA,2024-07-01-08:15,,BUENOS AIRES,TRES ARROYOS,COLON ESQ E BETOLAZA,0,,, 7500,CONFIRMADO,BUENOS AIRES,TRES ARROYOS,COLON ESQ E BETOLAZA,0,,, 7500,CONFIRMADO,,,,,
30500032959,COMPA#IA DE SEGUROS LA FRANCO ARGENTINA S A,1996-12-07-00:00,SOCIEDAD ANONIMA,2024-01-01-11:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,316,2,, 1043,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV CORRIENTES,316,02,, 1314,NO CONFIRMADO,,,,,
30500033017,THE NEW ZEALAND INSURANCE COMPANY LTD,1907-10-11-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,444,,, 1002,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,444,,, 1002,NO CONFIRMADO,,,,,
30500033181,GUARDIAN ASSURANCE COMPANY LIMITED,1997-11-20-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,258,,, 1002,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,258,,, 1002,NO CONFIRMADO,,,,,
30500033254,EL COMERCIO COMPA#IA DE SEGUROS A PRIMA FIJA SOCIEDAD ANONIMA,1989-07-29-12:00,SOCIEDAD ANONIMA,2024-01-01-10:57,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,820,,, 1054,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,820,,, 1054,DECLARADO POR INTERNET,,,,,
30500033327,COMMERCIAL UNION ASSURANCE COMPANY LIMITED,1900-08-02-00:00,SOCIEDAD ANONIMA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MITRE BARTOLOME,335,,, 1036,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BARTOLOME MITRE,335,,, 1036,NO CONFIRMADO,,,,,
30500033637,ASEGURADORA DEL LITORAL S A,1923-03-24-00:00,SOCIEDAD ANONIMA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,485,01,004, 1092,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,485,01,004, 1092,NO CONFIRMADO,,,,,
30500034242,LA PRIMERA COMPA#IA ARGENTINA DE SEGUROS GENERALES SOCIEDAD ANONIMA,1923-04-30-00:00,SOCIEDAD ANONIMA,2024-01-01-11:16,,BUENOS AIRES,TRENQUE LAUQUEN,BVARD VILLEGAS Y ORO,0,,, 6400,NO CONFIRMADO,BUENOS AIRES,TRENQUE LAUQUEN,BVARD VILLEGAS Y ORO,0,,, 6400,NO CONFIRMADO,,,,,
30500034315,SA COMPA#IA DE SEGUROS LA TANDILENSE,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,BUENOS AIRES,TANDIL,9 DE JULIO,388,05,, 7000,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,TANDIL,9 DE JULIO,388,05,, 7000,NO CONFIRMADO,,,,,
30500034552,BRADESCO ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,1988-06-04-00:00,SOCIEDAD ANONIMA,2024-01-13-06:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MANSO JUANA,555,2,D, 1107,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MANSO JUANA,555,2,D, 1107,DECLARADO POR INTERNET,,,,,
30500034625,LA SEGUNDA COMPAÑIA DE SEGUROS DE PERSONAS SA,1960-01-02-00:00,SOCIEDAD ANONIMA,2024-04-16-12:06,,SANTA FE,ROSARIO NORTE,JUAN MANUEL DE ROSAS,957,,, 2000,DECLARADO,SANTA FE,ROSARIO NORTE,JUAN MANUEL DE ROSAS,957,,, 2000,DECLARADO,,,,,
30500034862,INSTITUTO ITALO ARGENTINO DE SEGUROS GENERALES S A,1920-03-09-00:00,SOCIEDAD ANONIMA,2024-01-01-11:16,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAENZ PEÑA R. PTE. AV.,890,02,, 1035,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAENZ PEÑA R. PTE. AV.,890,,, 1035,NO CONFIRMADO,,,,,
30500034935,GALICIA Y RIO DE LA PLATA CIA DE SEGUROS S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,717,01,, 1002,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,717,01,, 1002,NO CONFIRMADO,,,,,
30500035230,ALLIANCE ASSURANCE CO LTD,1997-11-20-00:00,SUCURSAL EMPRESA EXTRANJERA,2024-01-01-10:52,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,756,04,, 1087,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA,756,04,, 1087,NO CONFIRMADO,,,,,
30500035613,L UNION DES ASSURANCES DE PARIS I A R D,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON JUAN TTE.GRAL.,650,05,, 1038,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON JUAN TTE.GRAL.,650,05,, 1038,NO CONFIRMADO,,,,,
30500035788,BERKLEY INTERNATIONAL SEGUROS S.A.,1908-11-09-00:00,SOCIEDAD ANONIMA,2024-08-19-10:08,,SANTA FE,ROSARIO NORTE,MITRE,699,,, 2000,DECLARADO,SANTA FE,ROSARIO NORTE,MITRE,699,,, 2000,CONFIRMADO,,,,,
30500036156,COMPA#IA DE SEGUROS UNION COMERCIANTES S A,1905-02-23-00:00,SOCIEDAD ANONIMA,2024-01-01-10:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,671,,, 1087,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,671,,, 1087,NO CONFIRMADO,,,,,
30500036393,ZURICH ASEGURADORA ARGENTINA S.A,1901-01-01-10:43,SOCIEDAD ANONIMA,2024-11-04-15:22,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,1010,,, 1010,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTADOR DEL AV.,6350,11,, 1428,DECLARADO POR INTERNET,,,,,
30500036466,EL COMERCIO DEL NORTE CIA DE SEGUROS SA,1924-10-08-00:00,SOCIEDAD ANONIMA,2024-02-22-13:53,,TUCUMAN,SAN MIGUEL DE TUCUMAN,24 DE SEPTIEMBRE,677,,, 4000,INEXISTENTE - DESCONOCIDO,TUCUMAN,S.M. DE TUCUMAN,24 DE SEPTIEMBRE,677,,, 4000,NO CONFIRMADO,,,,,
30500036539,XL INSURANCE ARGENTINA SOCIEDAD ANONIMA COMPA#IA DE SEGUROS,1912-01-08-00:00,SOCIEDAD ANONIMA,2024-10-30-10:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,1215,8,, 1055,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,375,03,A, 1005,CONFIRMADO,,,,,
30500036911,COMPAÑIA DE SEGUROS LA MERCANTIL ANDINA S.A.,1923-11-09-00:00,SOCIEDAD ANONIMA,2024-07-03-15:30,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,672,,, 1092,DECLARADO,MENDOZA,MENDOZA,NECOCHEA,183,,, 5500,NO CONFIRMADO,,,,,
30500037071,BANCO HISPANO CORFIN SOCIEDAD ANONIMA,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:46,,SAN JUAN,SAN JUAN,BME MITRE 83 ESTE,0,,, 5400,NO NOTIFICADO,SAN JUAN,SAN JUAN,BME MITRE 83 ESTE,0,,, 5400,NO CONFIRMADO,,,,,
30500037144,LA MERCANTIL ROSARINA COMPA#IA DE SEGUROS S A,1919-09-05-00:00,SOCIEDAD ANONIMA,2022-05-30-14:53,,SANTA FE,ROSARIO NORTE,SALTA,3238,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,SALTA,3238,,, 2000,NO CONFIRMADO,,,,,
30500037217,ALLIANZ ARGENTINA COMPA#IA DE SEGUROS SOCIEDAD ANONIMA,1918-11-28-00:00,SOCIEDAD ANONIMA,2024-11-11-17:24,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,299,,, 1043,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,299,,, 1043,DECLARADO POR INTERNET,,,,,
30500037764,INDUSTRIA Y COMERCIO CIA ARG DE SEGS S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,536,05,, 1004,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,536,05,, 1004,NO CONFIRMADO,,,,,
30500038205,COMPAÑIA ARGENTINA DE SEGUROS INDUSTRIALES UNIDOS S A EN LIQUIDACION,1990-02-25-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,767,PB,, 1041,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,767,PB,, 1041,NO CONFIRMADO,,,,,
30500038515,ROYAL EXCHANGE ASSURANCE,1997-11-20-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,260,02,, 1010,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,260,02,, 1010,NO CONFIRMADO,,,,,
30500039120,LA ECONOMIA COMERCIAL S A DE SEGUROS GENERALES,1988-02-19-00:00,SOCIEDAD ANONIMA,2024-02-28-09:37,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,550,01,, 1043,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV CORRIENTES,550,01,, 1043,NO CONFIRMADO,,,,,
30500039368,COMPA#IA ARGENTINA DE SEGUROS LA ACCION S A,1926-09-13-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,BUENOS AIRES,BAHIA BLANCA,SAN MARTIN,74,,, 8000,NO NOTIFICADO,BUENOS AIRES,BAHIA BLANCA,SAN MARTIN,74,,, 8000,CONFIRMADO,,,,,
30500039430,EL SURCO COMPAÑIA DE SEGUROS SOCIEDAD ANONIMA,1925-09-28-11:00,SOCIEDAD ANONIMA,2024-07-12-15:02,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,1300,21,, 1006,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,1300,21,, 1006,DECLARADO POR INTERNET,,,,,
30500039678,CALEDONIA ARGENTINA COMPAÑIA DE SEGUROS SOCIEDAD ANONIMA,1931-03-25-00:00,SOCIEDAD ANONIMA,2024-08-30-14:03,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,348,2,, 1047,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,348,2,, 1047,DECLARADO POR INTERNET,,,,,
30500039813,LA REGIONAL COMPA#IA ARGENTINA DE  SEGUROS S A,1933-07-17-00:00,SOCIEDAD ANONIMA,2024-02-22-13:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,55,,, 1035,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,55,,, 1035,NO CONFIRMADO,,,,,
30500039988,COARFIRE CONSORCIO ARGENTINO FINANCIERO Y DE REPRESENTACIONES S A C I,1962-11-20-00:00,SOCIEDAD ANONIMA,2024-01-04-07:34,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,231,5,, 1084,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,231,,, 1084,NO CONFIRMADO,,,,,
